SOURCE	TARGET	count
CD4+ Tex_RA_AT	GZMK+ CD8+ NKTem_RA_AT	40
GZMK+ CD8+ Tem2_RA_AT	ZNF683+ CD8+ Trm_OA_BT	2
GZMK+ CD8+ Tem2_RA_AT	GZMK+ CD8+ NKTem_OA_BT	10
GZMK+ CD8+ Tem2_RA_AT	GNLY+ NK_OA_BT	7
GZMK+ CD8+ Tem2_RA_AT	Naive T_OA_BT	2
GZMK+ CD8+ Tem2_RA_AT	GZMK+ CD8+ Tem2_OA_BT	4
GZMK+ CD8+ Tem2_RA_AT	GZMK+ CD8+ Tem1_OA_BT	5
GZMK+ CD8+ Tem2_RA_AT	Proliferating CD8+ T_OA_BT	9
GZMK+ CD8+ Tem2_RA_AT	CD4+ Tex_OA_BT	4
GZMK+ CD8+ Tem2_RA_AT	Treg_OA_BT	5
GZMK+ CD8+ Tem2_RA_AT	Proliferating NK_OA_BT	9
GZMK+ CD8+ Tem2_RA_AT	Naive T_RA_BT	27
GZMK+ CD8+ Tem2_RA_AT	Treg_RA_BT	24
GZMK+ CD8+ Tem2_RA_AT	CD4+ Tex_RA_BT	38
GZMK+ CD8+ Tem2_RA_AT	GZMK+ CD8+ Tem2_RA_BT	26
GZMK+ CD8+ Tem2_RA_AT	GNLY+ NK_RA_BT	25
GZMK+ CD8+ Tem2_RA_AT	ZNF683+ CD8+ Trm_RA_BT	16
GZMK+ CD8+ Tem2_RA_AT	Proliferating CD8+ T_RA_BT	43
GZMK+ CD8+ Tem2_RA_AT	GZMK+ CD8+ Tem1_RA_BT	33
GZMK+ CD8+ Tem2_RA_AT	Proliferating NK_RA_BT	22
GZMK+ CD8+ Tem2_RA_AT	GZMK+ CD8+ NKTem_RA_BT	22
GZMK+ CD8+ Tem2_RA_AT	GNLY+ NK_RA_AT	29
GZMK+ CD8+ Tem2_RA_AT	Naive T_RA_AT	17
GZMK+ CD8+ Tem2_RA_AT	ZNF683+ CD8+ Trm_RA_AT	17
GZMK+ CD8+ Tem2_RA_AT	Proliferating NK_RA_AT	25
GZMK+ CD8+ Tem2_RA_AT	Treg_RA_AT	27
GZMK+ CD8+ Tem2_RA_AT	CD4+ Tex_RA_AT	35
GZMK+ CD8+ Tem2_RA_AT	GZMK+ CD8+ Tem2_RA_AT	6
GZMK+ CD8+ Tem2_RA_AT	GZMK+ CD8+ Tem1_RA_AT	20
GZMK+ CD8+ Tem2_RA_AT	Proliferating CD8+ T_RA_AT	34
GZMK+ CD8+ Tem2_RA_AT	GZMK+ CD8+ NKTem_RA_AT	11
GZMK+ CD8+ Tem1_RA_AT	ZNF683+ CD8+ Trm_OA_BT	3
GZMK+ CD8+ Tem1_RA_AT	GZMK+ CD8+ NKTem_OA_BT	14
GZMK+ CD8+ Tem1_RA_AT	GNLY+ NK_OA_BT	12
GZMK+ CD8+ Tem1_RA_AT	Naive T_OA_BT	6
GZMK+ CD8+ Tem1_RA_AT	GZMK+ CD8+ Tem2_OA_BT	7
GZMK+ CD8+ Tem1_RA_AT	GZMK+ CD8+ Tem1_OA_BT	9
GZMK+ CD8+ Tem1_RA_AT	Proliferating CD8+ T_OA_BT	15
GZMK+ CD8+ Tem1_RA_AT	CD4+ Tex_OA_BT	6
GZMK+ CD8+ Tem1_RA_AT	Treg_OA_BT	6
GZMK+ CD8+ Tem1_RA_AT	Proliferating NK_OA_BT	15
GZMK+ CD8+ Tem1_RA_AT	Naive T_RA_BT	32
GZMK+ CD8+ Tem1_RA_AT	Treg_RA_BT	29
GZMK+ CD8+ Tem1_RA_AT	CD4+ Tex_RA_BT	47
GZMK+ CD8+ Tem1_RA_AT	GZMK+ CD8+ Tem2_RA_BT	31
GZMK+ CD8+ Tem1_RA_AT	GNLY+ NK_RA_BT	38
GZMK+ CD8+ Tem1_RA_AT	ZNF683+ CD8+ Trm_RA_BT	21
GZMK+ CD8+ Tem1_RA_AT	Proliferating CD8+ T_RA_BT	51
GZMK+ CD8+ Tem1_RA_AT	GZMK+ CD8+ Tem1_RA_BT	34
GZMK+ CD8+ Tem1_RA_AT	Proliferating NK_RA_BT	25
GZMK+ CD8+ Tem1_RA_AT	GZMK+ CD8+ NKTem_RA_BT	30
GZMK+ CD8+ Tem1_RA_AT	GNLY+ NK_RA_AT	38
GZMK+ CD8+ Tem1_RA_AT	Naive T_RA_AT	22
GZMK+ CD8+ Tem1_RA_AT	ZNF683+ CD8+ Trm_RA_AT	23
GZMK+ CD8+ Tem1_RA_AT	Proliferating NK_RA_AT	33
GZMK+ CD8+ Tem1_RA_AT	Treg_RA_AT	34
GZMK+ CD8+ Tem1_RA_AT	CD4+ Tex_RA_AT	42
GZMK+ CD8+ Tem1_RA_AT	GZMK+ CD8+ Tem2_RA_AT	20
GZMK+ CD8+ Tem1_RA_AT	GZMK+ CD8+ Tem1_RA_AT	12
GZMK+ CD8+ Tem1_RA_AT	Proliferating CD8+ T_RA_AT	42
GZMK+ CD8+ Tem1_RA_AT	GZMK+ CD8+ NKTem_RA_AT	19
Proliferating CD8+ T_RA_AT	ZNF683+ CD8+ Trm_OA_BT	13
Proliferating CD8+ T_RA_AT	GZMK+ CD8+ NKTem_OA_BT	39
Proliferating CD8+ T_RA_AT	GNLY+ NK_OA_BT	20
Proliferating CD8+ T_RA_AT	Naive T_OA_BT	12
Proliferating CD8+ T_RA_AT	GZMK+ CD8+ Tem2_OA_BT	22
Proliferating CD8+ T_RA_AT	GZMK+ CD8+ Tem1_OA_BT	16
Proliferating CD8+ T_RA_AT	Proliferating CD8+ T_OA_BT	34
Proliferating CD8+ T_RA_AT	CD4+ Tex_OA_BT	18
Proliferating CD8+ T_RA_AT	Treg_OA_BT	16
Proliferating CD8+ T_RA_AT	Proliferating NK_OA_BT	28
Proliferating CD8+ T_RA_AT	Naive T_RA_BT	61
Proliferating CD8+ T_RA_AT	Treg_RA_BT	57
Proliferating CD8+ T_RA_AT	CD4+ Tex_RA_BT	75
Proliferating CD8+ T_RA_AT	GZMK+ CD8+ Tem2_RA_BT	54
Proliferating CD8+ T_RA_AT	GNLY+ NK_RA_BT	56
Proliferating CD8+ T_RA_AT	ZNF683+ CD8+ Trm_RA_BT	52
Proliferating CD8+ T_RA_AT	Proliferating CD8+ T_RA_BT	82
Proliferating CD8+ T_RA_AT	GZMK+ CD8+ Tem1_RA_BT	66
Proliferating CD8+ T_RA_AT	Proliferating NK_RA_BT	44
Proliferating CD8+ T_RA_AT	GZMK+ CD8+ NKTem_RA_BT	50
Proliferating CD8+ T_RA_AT	GNLY+ NK_RA_AT	60
Proliferating CD8+ T_RA_AT	Naive T_RA_AT	40
Proliferating CD8+ T_RA_AT	ZNF683+ CD8+ Trm_RA_AT	44
Proliferating CD8+ T_RA_AT	Proliferating NK_RA_AT	56
Proliferating CD8+ T_RA_AT	Treg_RA_AT	55
Proliferating CD8+ T_RA_AT	CD4+ Tex_RA_AT	71
Proliferating CD8+ T_RA_AT	GZMK+ CD8+ Tem2_RA_AT	34
Proliferating CD8+ T_RA_AT	GZMK+ CD8+ Tem1_RA_AT	42
Proliferating CD8+ T_RA_AT	Proliferating CD8+ T_RA_AT	39
Proliferating CD8+ T_RA_AT	GZMK+ CD8+ NKTem_RA_AT	41
GZMK+ CD8+ NKTem_RA_AT	ZNF683+ CD8+ Trm_OA_BT	2
GZMK+ CD8+ NKTem_RA_AT	GZMK+ CD8+ NKTem_OA_BT	9
GZMK+ CD8+ NKTem_RA_AT	GNLY+ NK_OA_BT	6
GZMK+ CD8+ NKTem_RA_AT	Naive T_OA_BT	3
GZMK+ CD8+ NKTem_RA_AT	GZMK+ CD8+ Tem2_OA_BT	2
GZMK+ CD8+ NKTem_RA_AT	GZMK+ CD8+ Tem1_OA_BT	5
GZMK+ CD8+ NKTem_RA_AT	Proliferating CD8+ T_OA_BT	18
GZMK+ CD8+ NKTem_RA_AT	CD4+ Tex_OA_BT	3
GZMK+ CD8+ NKTem_RA_AT	Treg_OA_BT	3
GZMK+ CD8+ NKTem_RA_AT	Proliferating NK_OA_BT	13
GZMK+ CD8+ NKTem_RA_AT	Naive T_RA_BT	34
GZMK+ CD8+ NKTem_RA_AT	Treg_RA_BT	30
GZMK+ CD8+ NKTem_RA_AT	CD4+ Tex_RA_BT	45
GZMK+ CD8+ NKTem_RA_AT	GZMK+ CD8+ Tem2_RA_BT	24
GZMK+ CD8+ NKTem_RA_AT	GNLY+ NK_RA_BT	33
GZMK+ CD8+ NKTem_RA_AT	ZNF683+ CD8+ Trm_RA_BT	24
GZMK+ CD8+ NKTem_RA_AT	Proliferating CD8+ T_RA_BT	51
GZMK+ CD8+ NKTem_RA_AT	GZMK+ CD8+ Tem1_RA_BT	35
GZMK+ CD8+ NKTem_RA_AT	Proliferating NK_RA_BT	31
GZMK+ CD8+ NKTem_RA_AT	GZMK+ CD8+ NKTem_RA_BT	24
GZMK+ CD8+ NKTem_RA_AT	GNLY+ NK_RA_AT	28
GZMK+ CD8+ NKTem_RA_AT	Naive T_RA_AT	17
GZMK+ CD8+ NKTem_RA_AT	ZNF683+ CD8+ Trm_RA_AT	17
GZMK+ CD8+ NKTem_RA_AT	Proliferating NK_RA_AT	39
GZMK+ CD8+ NKTem_RA_AT	Treg_RA_AT	31
GZMK+ CD8+ NKTem_RA_AT	CD4+ Tex_RA_AT	40
GZMK+ CD8+ NKTem_RA_AT	GZMK+ CD8+ Tem2_RA_AT	11
GZMK+ CD8+ NKTem_RA_AT	GZMK+ CD8+ Tem1_RA_AT	19
GZMK+ CD8+ NKTem_RA_AT	Proliferating CD8+ T_RA_AT	41
GZMK+ CD8+ NKTem_RA_AT	GZMK+ CD8+ NKTem_RA_AT	9
