SOURCE	TARGET	count
IEG Mac_RA_BT	Proliferating CD8+ T_RA_BT	75
IEG Mac_RA_BT	GZMK+ CD8+ Tem1_RA_BT	58
IEG Mac_RA_BT	Proliferating NK_RA_BT	24
IEG Mac_RA_BT	GZMK+ CD8+ NKTem_RA_BT	53
IEG Mac_RA_BT	GNLY+ NK_RA_AT	58
IEG Mac_RA_BT	Naive T_RA_AT	46
IEG Mac_RA_BT	ZNF683+ CD8+ Trm_RA_AT	55
IEG Mac_RA_BT	Proliferating NK_RA_AT	36
IEG Mac_RA_BT	Treg_RA_AT	51
IEG Mac_RA_BT	CD4+ Tex_RA_AT	61
IEG Mac_RA_BT	GZMK+ CD8+ Tem2_RA_AT	39
IEG Mac_RA_BT	GZMK+ CD8+ Tem1_RA_AT	47
IEG Mac_RA_BT	Proliferating CD8+ T_RA_AT	73
IEG Mac_RA_BT	GZMK+ CD8+ NKTem_RA_AT	40
Mac_RA_BT	SPP1+ Mac_OA_BT	45
Mac_RA_BT	C1QC+ Mac_OA_BT	62
Mac_RA_BT	S100A12+ Mac_OA_BT	23
Mac_RA_BT	IEG Mac_OA_BT	17
Mac_RA_BT	Mac_OA_BT	12
Mac_RA_BT	CCL4+ Mac_OA_BT	8
Mac_RA_BT	SPP1+ Mac_RA_BT	124
Mac_RA_BT	S100A12+ Mac_RA_BT	105
Mac_RA_BT	IEG Mac_RA_BT	87
Mac_RA_BT	Mac_RA_BT	37
Mac_RA_BT	C1QC+ Mac_RA_BT	90
Mac_RA_BT	CCL4+ Mac_RA_BT	114
Mac_RA_BT	Mac_RA_AT	55
Mac_RA_BT	C1QC+ Mac_RA_AT	97
Mac_RA_BT	SPP1+ Mac_RA_AT	99
Mac_RA_BT	S100A12+ Mac_RA_AT	94
Mac_RA_BT	IEG Mac_RA_AT	57
Mac_RA_BT	CCL4+ Mac_RA_AT	117
Mac_RA_BT	ZNF683+ CD8+ Trm_OA_BT	21
Mac_RA_BT	GZMK+ CD8+ NKTem_OA_BT	25
Mac_RA_BT	GNLY+ NK_OA_BT	21
Mac_RA_BT	Naive T_OA_BT	18
Mac_RA_BT	GZMK+ CD8+ Tem2_OA_BT	16
Mac_RA_BT	GZMK+ CD8+ Tem1_OA_BT	16
Mac_RA_BT	Proliferating CD8+ T_OA_BT	42
Mac_RA_BT	CD4+ Tex_OA_BT	20
Mac_RA_BT	Treg_OA_BT	13
Mac_RA_BT	Proliferating NK_OA_BT	30
Mac_RA_BT	Naive T_RA_BT	41
Mac_RA_BT	Treg_RA_BT	44
Mac_RA_BT	CD4+ Tex_RA_BT	59
Mac_RA_BT	GZMK+ CD8+ Tem2_RA_BT	46
Mac_RA_BT	GNLY+ NK_RA_BT	58
Mac_RA_BT	ZNF683+ CD8+ Trm_RA_BT	52
Mac_RA_BT	Proliferating CD8+ T_RA_BT	68
Mac_RA_BT	GZMK+ CD8+ Tem1_RA_BT	53
Mac_RA_BT	Proliferating NK_RA_BT	24
Mac_RA_BT	GZMK+ CD8+ NKTem_RA_BT	48
Mac_RA_BT	GNLY+ NK_RA_AT	55
Mac_RA_BT	Naive T_RA_AT	33
Mac_RA_BT	ZNF683+ CD8+ Trm_RA_AT	44
Mac_RA_BT	Proliferating NK_RA_AT	32
Mac_RA_BT	Treg_RA_AT	40
Mac_RA_BT	CD4+ Tex_RA_AT	54
Mac_RA_BT	GZMK+ CD8+ Tem2_RA_AT	32
Mac_RA_BT	GZMK+ CD8+ Tem1_RA_AT	42
Mac_RA_BT	Proliferating CD8+ T_RA_AT	61
Mac_RA_BT	GZMK+ CD8+ NKTem_RA_AT	35
C1QC+ Mac_RA_BT	SPP1+ Mac_OA_BT	62
C1QC+ Mac_RA_BT	C1QC+ Mac_OA_BT	74
C1QC+ Mac_RA_BT	S100A12+ Mac_OA_BT	29
C1QC+ Mac_RA_BT	IEG Mac_OA_BT	27
C1QC+ Mac_RA_BT	Mac_OA_BT	19
C1QC+ Mac_RA_BT	CCL4+ Mac_OA_BT	11
C1QC+ Mac_RA_BT	SPP1+ Mac_RA_BT	135
C1QC+ Mac_RA_BT	S100A12+ Mac_RA_BT	123
C1QC+ Mac_RA_BT	IEG Mac_RA_BT	99
C1QC+ Mac_RA_BT	Mac_RA_BT	90
C1QC+ Mac_RA_BT	C1QC+ Mac_RA_BT	51
C1QC+ Mac_RA_BT	CCL4+ Mac_RA_BT	124
C1QC+ Mac_RA_BT	Mac_RA_AT	74
C1QC+ Mac_RA_BT	C1QC+ Mac_RA_AT	112
C1QC+ Mac_RA_BT	SPP1+ Mac_RA_AT	110
C1QC+ Mac_RA_BT	S100A12+ Mac_RA_AT	114
C1QC+ Mac_RA_BT	IEG Mac_RA_AT	74
C1QC+ Mac_RA_BT	CCL4+ Mac_RA_AT	123
C1QC+ Mac_RA_BT	ZNF683+ CD8+ Trm_OA_BT	23
C1QC+ Mac_RA_BT	GZMK+ CD8+ NKTem_OA_BT	37
C1QC+ Mac_RA_BT	GNLY+ NK_OA_BT	25
C1QC+ Mac_RA_BT	Naive T_OA_BT	24
C1QC+ Mac_RA_BT	GZMK+ CD8+ Tem2_OA_BT	17
C1QC+ Mac_RA_BT	GZMK+ CD8+ Tem1_OA_BT	22
C1QC+ Mac_RA_BT	Proliferating CD8+ T_OA_BT	53
C1QC+ Mac_RA_BT	CD4+ Tex_OA_BT	31
C1QC+ Mac_RA_BT	Treg_OA_BT	18
C1QC+ Mac_RA_BT	Proliferating NK_OA_BT	33
C1QC+ Mac_RA_BT	Naive T_RA_BT	57
C1QC+ Mac_RA_BT	Treg_RA_BT	50
C1QC+ Mac_RA_BT	CD4+ Tex_RA_BT	63
C1QC+ Mac_RA_BT	GZMK+ CD8+ Tem2_RA_BT	49
C1QC+ Mac_RA_BT	GNLY+ NK_RA_BT	64
C1QC+ Mac_RA_BT	ZNF683+ CD8+ Trm_RA_BT	55
C1QC+ Mac_RA_BT	Proliferating CD8+ T_RA_BT	74
C1QC+ Mac_RA_BT	GZMK+ CD8+ Tem1_RA_BT	62
C1QC+ Mac_RA_BT	Proliferating NK_RA_BT	30
C1QC+ Mac_RA_BT	GZMK+ CD8+ NKTem_RA_BT	50
C1QC+ Mac_RA_BT	GNLY+ NK_RA_AT	59
C1QC+ Mac_RA_BT	Naive T_RA_AT	44
C1QC+ Mac_RA_BT	ZNF683+ CD8+ Trm_RA_AT	50
C1QC+ Mac_RA_BT	Proliferating NK_RA_AT	36
C1QC+ Mac_RA_BT	Treg_RA_AT	50
C1QC+ Mac_RA_BT	CD4+ Tex_RA_AT	63
C1QC+ Mac_RA_BT	GZMK+ CD8+ Tem2_RA_AT	37
C1QC+ Mac_RA_BT	GZMK+ CD8+ Tem1_RA_AT	41
C1QC+ Mac_RA_BT	Proliferating CD8+ T_RA_AT	66
C1QC+ Mac_RA_BT	GZMK+ CD8+ NKTem_RA_AT	41
CCL4+ Mac_RA_BT	SPP1+ Mac_OA_BT	68
CCL4+ Mac_RA_BT	C1QC+ Mac_OA_BT	86
CCL4+ Mac_RA_BT	S100A12+ Mac_OA_BT	38
CCL4+ Mac_RA_BT	IEG Mac_OA_BT	33
CCL4+ Mac_RA_BT	Mac_OA_BT	25
CCL4+ Mac_RA_BT	CCL4+ Mac_OA_BT	11
CCL4+ Mac_RA_BT	SPP1+ Mac_RA_BT	160
CCL4+ Mac_RA_BT	S100A12+ Mac_RA_BT	144
CCL4+ Mac_RA_BT	IEG Mac_RA_BT	133
CCL4+ Mac_RA_BT	Mac_RA_BT	114
CCL4+ Mac_RA_BT	C1QC+ Mac_RA_BT	124
CCL4+ Mac_RA_BT	CCL4+ Mac_RA_BT	81
CCL4+ Mac_RA_BT	Mac_RA_AT	92
CCL4+ Mac_RA_BT	C1QC+ Mac_RA_AT	130
CCL4+ Mac_RA_BT	SPP1+ Mac_RA_AT	137
CCL4+ Mac_RA_BT	S100A12+ Mac_RA_AT	134
CCL4+ Mac_RA_BT	IEG Mac_RA_AT	93
CCL4+ Mac_RA_BT	CCL4+ Mac_RA_AT	153
CCL4+ Mac_RA_BT	ZNF683+ CD8+ Trm_OA_BT	34
CCL4+ Mac_RA_BT	GZMK+ CD8+ NKTem_OA_BT	42
CCL4+ Mac_RA_BT	GNLY+ NK_OA_BT	25
CCL4+ Mac_RA_BT	Naive T_OA_BT	35
CCL4+ Mac_RA_BT	GZMK+ CD8+ Tem2_OA_BT	25
CCL4+ Mac_RA_BT	GZMK+ CD8+ Tem1_OA_BT	30
CCL4+ Mac_RA_BT	Proliferating CD8+ T_OA_BT	59
CCL4+ Mac_RA_BT	CD4+ Tex_OA_BT	34
CCL4+ Mac_RA_BT	Treg_OA_BT	24
CCL4+ Mac_RA_BT	Proliferating NK_OA_BT	34
CCL4+ Mac_RA_BT	Naive T_RA_BT	64
CCL4+ Mac_RA_BT	Treg_RA_BT	65
CCL4+ Mac_RA_BT	CD4+ Tex_RA_BT	80
CCL4+ Mac_RA_BT	GZMK+ CD8+ Tem2_RA_BT	59
CCL4+ Mac_RA_BT	GNLY+ NK_RA_BT	76
CCL4+ Mac_RA_BT	ZNF683+ CD8+ Trm_RA_BT	65
CCL4+ Mac_RA_BT	Proliferating CD8+ T_RA_BT	88
CCL4+ Mac_RA_BT	GZMK+ CD8+ Tem1_RA_BT	64
CCL4+ Mac_RA_BT	Proliferating NK_RA_BT	38
CCL4+ Mac_RA_BT	GZMK+ CD8+ NKTem_RA_BT	60
CCL4+ Mac_RA_BT	GNLY+ NK_RA_AT	68
CCL4+ Mac_RA_BT	Naive T_RA_AT	52
CCL4+ Mac_RA_BT	ZNF683+ CD8+ Trm_RA_AT	55
CCL4+ Mac_RA_BT	Proliferating NK_RA_AT	49
CCL4+ Mac_RA_BT	Treg_RA_AT	62
CCL4+ Mac_RA_BT	CD4+ Tex_RA_AT	78
CCL4+ Mac_RA_BT	GZMK+ CD8+ Tem2_RA_AT	44
CCL4+ Mac_RA_BT	GZMK+ CD8+ Tem1_RA_AT	51
CCL4+ Mac_RA_BT	Proliferating CD8+ T_RA_AT	83
CCL4+ Mac_RA_BT	GZMK+ CD8+ NKTem_RA_AT	50
Mac_RA_AT	SPP1+ Mac_OA_BT	37
Mac_RA_AT	C1QC+ Mac_OA_BT	47
Mac_RA_AT	S100A12+ Mac_OA_BT	20
Mac_RA_AT	IEG Mac_OA_BT	9
Mac_RA_AT	Mac_OA_BT	5
Mac_RA_AT	CCL4+ Mac_OA_BT	5
Mac_RA_AT	SPP1+ Mac_RA_BT	108
Mac_RA_AT	S100A12+ Mac_RA_BT	83
Mac_RA_AT	IEG Mac_RA_BT	69
Mac_RA_AT	Mac_RA_BT	55
Mac_RA_AT	C1QC+ Mac_RA_BT	74
Mac_RA_AT	CCL4+ Mac_RA_BT	92
Mac_RA_AT	Mac_RA_AT	22
Mac_RA_AT	C1QC+ Mac_RA_AT	80
Mac_RA_AT	SPP1+ Mac_RA_AT	77
Mac_RA_AT	S100A12+ Mac_RA_AT	70
Mac_RA_AT	IEG Mac_RA_AT	39
Mac_RA_AT	CCL4+ Mac_RA_AT	96
Mac_RA_AT	ZNF683+ CD8+ Trm_OA_BT	13
Mac_RA_AT	GZMK+ CD8+ NKTem_OA_BT	19
Mac_RA_AT	GNLY+ NK_OA_BT	13
Mac_RA_AT	Naive T_OA_BT	10
Mac_RA_AT	GZMK+ CD8+ Tem2_OA_BT	9
Mac_RA_AT	GZMK+ CD8+ Tem1_OA_BT	13
Mac_RA_AT	Proliferating CD8+ T_OA_BT	32
Mac_RA_AT	CD4+ Tex_OA_BT	11
Mac_RA_AT	Treg_OA_BT	10
Mac_RA_AT	Proliferating NK_OA_BT	16
Mac_RA_AT	Naive T_RA_BT	34
Mac_RA_AT	Treg_RA_BT	35
Mac_RA_AT	CD4+ Tex_RA_BT	44
Mac_RA_AT	GZMK+ CD8+ Tem2_RA_BT	37
Mac_RA_AT	GNLY+ NK_RA_BT	47
Mac_RA_AT	ZNF683+ CD8+ Trm_RA_BT	39
Mac_RA_AT	Proliferating CD8+ T_RA_BT	60
Mac_RA_AT	GZMK+ CD8+ Tem1_RA_BT	42
Mac_RA_AT	Proliferating NK_RA_BT	20
Mac_RA_AT	GZMK+ CD8+ NKTem_RA_BT	40
Mac_RA_AT	GNLY+ NK_RA_AT	46
Mac_RA_AT	Naive T_RA_AT	24
Mac_RA_AT	ZNF683+ CD8+ Trm_RA_AT	33
Mac_RA_AT	Proliferating NK_RA_AT	21
Mac_RA_AT	Treg_RA_AT	36
Mac_RA_AT	CD4+ Tex_RA_AT	41
Mac_RA_AT	GZMK+ CD8+ Tem2_RA_AT	23
Mac_RA_AT	GZMK+ CD8+ Tem1_RA_AT	30
Mac_RA_AT	Proliferating CD8+ T_RA_AT	49
Mac_RA_AT	GZMK+ CD8+ NKTem_RA_AT	26
C1QC+ Mac_RA_AT	SPP1+ Mac_OA_BT	68
C1QC+ Mac_RA_AT	C1QC+ Mac_OA_BT	78
C1QC+ Mac_RA_AT	S100A12+ Mac_OA_BT	31
C1QC+ Mac_RA_AT	IEG Mac_OA_BT	29
C1QC+ Mac_RA_AT	Mac_OA_BT	22
C1QC+ Mac_RA_AT	CCL4+ Mac_OA_BT	11
C1QC+ Mac_RA_AT	SPP1+ Mac_RA_BT	147
C1QC+ Mac_RA_AT	S100A12+ Mac_RA_BT	121
C1QC+ Mac_RA_AT	IEG Mac_RA_BT	111
C1QC+ Mac_RA_AT	Mac_RA_BT	97
C1QC+ Mac_RA_AT	C1QC+ Mac_RA_BT	112
C1QC+ Mac_RA_AT	CCL4+ Mac_RA_BT	130
C1QC+ Mac_RA_AT	Mac_RA_AT	80
C1QC+ Mac_RA_AT	C1QC+ Mac_RA_AT	61
C1QC+ Mac_RA_AT	SPP1+ Mac_RA_AT	123
C1QC+ Mac_RA_AT	S100A12+ Mac_RA_AT	118
C1QC+ Mac_RA_AT	IEG Mac_RA_AT	82
C1QC+ Mac_RA_AT	CCL4+ Mac_RA_AT	126
C1QC+ Mac_RA_AT	ZNF683+ CD8+ Trm_OA_BT	29
C1QC+ Mac_RA_AT	GZMK+ CD8+ NKTem_OA_BT	39
C1QC+ Mac_RA_AT	GNLY+ NK_OA_BT	26
C1QC+ Mac_RA_AT	Naive T_OA_BT	22
C1QC+ Mac_RA_AT	GZMK+ CD8+ Tem2_OA_BT	19
C1QC+ Mac_RA_AT	GZMK+ CD8+ Tem1_OA_BT	26
C1QC+ Mac_RA_AT	Proliferating CD8+ T_OA_BT	56
C1QC+ Mac_RA_AT	CD4+ Tex_OA_BT	27
C1QC+ Mac_RA_AT	Treg_OA_BT	23
C1QC+ Mac_RA_AT	Proliferating NK_OA_BT	35
C1QC+ Mac_RA_AT	Naive T_RA_BT	62
C1QC+ Mac_RA_AT	Treg_RA_BT	54
C1QC+ Mac_RA_AT	CD4+ Tex_RA_BT	68
C1QC+ Mac_RA_AT	GZMK+ CD8+ Tem2_RA_BT	57
C1QC+ Mac_RA_AT	GNLY+ NK_RA_BT	67
C1QC+ Mac_RA_AT	ZNF683+ CD8+ Trm_RA_BT	61
C1QC+ Mac_RA_AT	Proliferating CD8+ T_RA_BT	84
C1QC+ Mac_RA_AT	GZMK+ CD8+ Tem1_RA_BT	66
C1QC+ Mac_RA_AT	Proliferating NK_RA_BT	34
C1QC+ Mac_RA_AT	GZMK+ CD8+ NKTem_RA_BT	63
C1QC+ Mac_RA_AT	GNLY+ NK_RA_AT	64
C1QC+ Mac_RA_AT	Naive T_RA_AT	49
C1QC+ Mac_RA_AT	ZNF683+ CD8+ Trm_RA_AT	55
C1QC+ Mac_RA_AT	Proliferating NK_RA_AT	42
C1QC+ Mac_RA_AT	Treg_RA_AT	57
C1QC+ Mac_RA_AT	CD4+ Tex_RA_AT	68
C1QC+ Mac_RA_AT	GZMK+ CD8+ Tem2_RA_AT	47
C1QC+ Mac_RA_AT	GZMK+ CD8+ Tem1_RA_AT	50
C1QC+ Mac_RA_AT	Proliferating CD8+ T_RA_AT	74
C1QC+ Mac_RA_AT	GZMK+ CD8+ NKTem_RA_AT	44
SPP1+ Mac_RA_AT	SPP1+ Mac_OA_BT	60
SPP1+ Mac_RA_AT	C1QC+ Mac_OA_BT	77
SPP1+ Mac_RA_AT	S100A12+ Mac_OA_BT	28
SPP1+ Mac_RA_AT	IEG Mac_OA_BT	23
SPP1+ Mac_RA_AT	Mac_OA_BT	15
SPP1+ Mac_RA_AT	CCL4+ Mac_OA_BT	9
SPP1+ Mac_RA_AT	SPP1+ Mac_RA_BT	155
SPP1+ Mac_RA_AT	S100A12+ Mac_RA_BT	130
SPP1+ Mac_RA_AT	IEG Mac_RA_BT	118
SPP1+ Mac_RA_AT	Mac_RA_BT	99
SPP1+ Mac_RA_AT	C1QC+ Mac_RA_BT	110
SPP1+ Mac_RA_AT	CCL4+ Mac_RA_BT	137
SPP1+ Mac_RA_AT	Mac_RA_AT	77
SPP1+ Mac_RA_AT	C1QC+ Mac_RA_AT	123
SPP1+ Mac_RA_AT	SPP1+ Mac_RA_AT	63
SPP1+ Mac_RA_AT	S100A12+ Mac_RA_AT	114
SPP1+ Mac_RA_AT	IEG Mac_RA_AT	77
SPP1+ Mac_RA_AT	CCL4+ Mac_RA_AT	132
SPP1+ Mac_RA_AT	ZNF683+ CD8+ Trm_OA_BT	22
SPP1+ Mac_RA_AT	GZMK+ CD8+ NKTem_OA_BT	32
SPP1+ Mac_RA_AT	GNLY+ NK_OA_BT	15
SPP1+ Mac_RA_AT	Naive T_OA_BT	23
SPP1+ Mac_RA_AT	GZMK+ CD8+ Tem2_OA_BT	19
SPP1+ Mac_RA_AT	GZMK+ CD8+ Tem1_OA_BT	21
SPP1+ Mac_RA_AT	Proliferating CD8+ T_OA_BT	46
SPP1+ Mac_RA_AT	CD4+ Tex_OA_BT	25
SPP1+ Mac_RA_AT	Treg_OA_BT	17
SPP1+ Mac_RA_AT	Proliferating NK_OA_BT	27
SPP1+ Mac_RA_AT	Naive T_RA_BT	52
SPP1+ Mac_RA_AT	Treg_RA_BT	47
SPP1+ Mac_RA_AT	CD4+ Tex_RA_BT	66
SPP1+ Mac_RA_AT	GZMK+ CD8+ Tem2_RA_BT	49
SPP1+ Mac_RA_AT	GNLY+ NK_RA_BT	57
SPP1+ Mac_RA_AT	ZNF683+ CD8+ Trm_RA_BT	54
SPP1+ Mac_RA_AT	Proliferating CD8+ T_RA_BT	73
SPP1+ Mac_RA_AT	GZMK+ CD8+ Tem1_RA_BT	55
SPP1+ Mac_RA_AT	Proliferating NK_RA_BT	22
SPP1+ Mac_RA_AT	GZMK+ CD8+ NKTem_RA_BT	50
SPP1+ Mac_RA_AT	GNLY+ NK_RA_AT	57
SPP1+ Mac_RA_AT	Naive T_RA_AT	43
SPP1+ Mac_RA_AT	ZNF683+ CD8+ Trm_RA_AT	44
SPP1+ Mac_RA_AT	Proliferating NK_RA_AT	36
SPP1+ Mac_RA_AT	Treg_RA_AT	47
SPP1+ Mac_RA_AT	CD4+ Tex_RA_AT	58
SPP1+ Mac_RA_AT	GZMK+ CD8+ Tem2_RA_AT	35
SPP1+ Mac_RA_AT	GZMK+ CD8+ Tem1_RA_AT	39
SPP1+ Mac_RA_AT	Proliferating CD8+ T_RA_AT	66
SPP1+ Mac_RA_AT	GZMK+ CD8+ NKTem_RA_AT	39
S100A12+ Mac_RA_AT	SPP1+ Mac_OA_BT	55
S100A12+ Mac_RA_AT	C1QC+ Mac_OA_BT	68
S100A12+ Mac_RA_AT	S100A12+ Mac_OA_BT	16
S100A12+ Mac_RA_AT	IEG Mac_OA_BT	15
S100A12+ Mac_RA_AT	Mac_OA_BT	11
S100A12+ Mac_RA_AT	CCL4+ Mac_OA_BT	4
S100A12+ Mac_RA_AT	SPP1+ Mac_RA_BT	149
S100A12+ Mac_RA_AT	S100A12+ Mac_RA_BT	125
S100A12+ Mac_RA_AT	IEG Mac_RA_BT	115
S100A12+ Mac_RA_AT	Mac_RA_BT	94
S100A12+ Mac_RA_AT	C1QC+ Mac_RA_BT	114
S100A12+ Mac_RA_AT	CCL4+ Mac_RA_BT	134
S100A12+ Mac_RA_AT	Mac_RA_AT	70
S100A12+ Mac_RA_AT	C1QC+ Mac_RA_AT	118
S100A12+ Mac_RA_AT	SPP1+ Mac_RA_AT	114
S100A12+ Mac_RA_AT	S100A12+ Mac_RA_AT	52
S100A12+ Mac_RA_AT	IEG Mac_RA_AT	70
S100A12+ Mac_RA_AT	CCL4+ Mac_RA_AT	127
S100A12+ Mac_RA_AT	ZNF683+ CD8+ Trm_OA_BT	19
S100A12+ Mac_RA_AT	GZMK+ CD8+ NKTem_OA_BT	27
S100A12+ Mac_RA_AT	GNLY+ NK_OA_BT	22
S100A12+ Mac_RA_AT	Naive T_OA_BT	19
S100A12+ Mac_RA_AT	GZMK+ CD8+ Tem2_OA_BT	15
S100A12+ Mac_RA_AT	GZMK+ CD8+ Tem1_OA_BT	22
S100A12+ Mac_RA_AT	Proliferating CD8+ T_OA_BT	45
S100A12+ Mac_RA_AT	CD4+ Tex_OA_BT	21
S100A12+ Mac_RA_AT	Treg_OA_BT	19
S100A12+ Mac_RA_AT	Proliferating NK_OA_BT	22
S100A12+ Mac_RA_AT	Naive T_RA_BT	58
S100A12+ Mac_RA_AT	Treg_RA_BT	55
S100A12+ Mac_RA_AT	CD4+ Tex_RA_BT	65
S100A12+ Mac_RA_AT	GZMK+ CD8+ Tem2_RA_BT	58
S100A12+ Mac_RA_AT	GNLY+ NK_RA_BT	61
S100A12+ Mac_RA_AT	ZNF683+ CD8+ Trm_RA_BT	56
S100A12+ Mac_RA_AT	Proliferating CD8+ T_RA_BT	73
S100A12+ Mac_RA_AT	GZMK+ CD8+ Tem1_RA_BT	57
S100A12+ Mac_RA_AT	Proliferating NK_RA_BT	25
S100A12+ Mac_RA_AT	GZMK+ CD8+ NKTem_RA_BT	48
S100A12+ Mac_RA_AT	GNLY+ NK_RA_AT	57
S100A12+ Mac_RA_AT	Naive T_RA_AT	46
S100A12+ Mac_RA_AT	ZNF683+ CD8+ Trm_RA_AT	44
S100A12+ Mac_RA_AT	Proliferating NK_RA_AT	28
S100A12+ Mac_RA_AT	Treg_RA_AT	55
S100A12+ Mac_RA_AT	CD4+ Tex_RA_AT	64
S100A12+ Mac_RA_AT	GZMK+ CD8+ Tem2_RA_AT	32
S100A12+ Mac_RA_AT	GZMK+ CD8+ Tem1_RA_AT	45
S100A12+ Mac_RA_AT	Proliferating CD8+ T_RA_AT	74
S100A12+ Mac_RA_AT	GZMK+ CD8+ NKTem_RA_AT	34
IEG Mac_RA_AT	SPP1+ Mac_OA_BT	29
IEG Mac_RA_AT	C1QC+ Mac_OA_BT	44
IEG Mac_RA_AT	S100A12+ Mac_OA_BT	11
IEG Mac_RA_AT	IEG Mac_OA_BT	6
IEG Mac_RA_AT	Mac_OA_BT	5
IEG Mac_RA_AT	CCL4+ Mac_OA_BT	4
IEG Mac_RA_AT	SPP1+ Mac_RA_BT	106
IEG Mac_RA_AT	S100A12+ Mac_RA_BT	81
IEG Mac_RA_AT	IEG Mac_RA_BT	76
IEG Mac_RA_AT	Mac_RA_BT	57
IEG Mac_RA_AT	C1QC+ Mac_RA_BT	74
IEG Mac_RA_AT	CCL4+ Mac_RA_BT	93
IEG Mac_RA_AT	Mac_RA_AT	39
IEG Mac_RA_AT	C1QC+ Mac_RA_AT	82
IEG Mac_RA_AT	SPP1+ Mac_RA_AT	77
IEG Mac_RA_AT	S100A12+ Mac_RA_AT	70
IEG Mac_RA_AT	IEG Mac_RA_AT	14
IEG Mac_RA_AT	CCL4+ Mac_RA_AT	92
IEG Mac_RA_AT	ZNF683+ CD8+ Trm_OA_BT	10
IEG Mac_RA_AT	GZMK+ CD8+ NKTem_OA_BT	11
IEG Mac_RA_AT	GNLY+ NK_OA_BT	8
IEG Mac_RA_AT	Naive T_OA_BT	10
IEG Mac_RA_AT	GZMK+ CD8+ Tem2_OA_BT	5
IEG Mac_RA_AT	GZMK+ CD8+ Tem1_OA_BT	7
IEG Mac_RA_AT	Proliferating CD8+ T_OA_BT	30
IEG Mac_RA_AT	CD4+ Tex_OA_BT	11
IEG Mac_RA_AT	Treg_OA_BT	6
IEG Mac_RA_AT	Proliferating NK_OA_BT	17
IEG Mac_RA_AT	Naive T_RA_BT	35
IEG Mac_RA_AT	Treg_RA_BT	32
IEG Mac_RA_AT	CD4+ Tex_RA_BT	42
IEG Mac_RA_AT	GZMK+ CD8+ Tem2_RA_BT	30
IEG Mac_RA_AT	GNLY+ NK_RA_BT	40
IEG Mac_RA_AT	ZNF683+ CD8+ Trm_RA_BT	35
IEG Mac_RA_AT	Proliferating CD8+ T_RA_BT	51
IEG Mac_RA_AT	GZMK+ CD8+ Tem1_RA_BT	40
IEG Mac_RA_AT	Proliferating NK_RA_BT	18
IEG Mac_RA_AT	GZMK+ CD8+ NKTem_RA_BT	30
IEG Mac_RA_AT	GNLY+ NK_RA_AT	36
IEG Mac_RA_AT	Naive T_RA_AT	25
IEG Mac_RA_AT	ZNF683+ CD8+ Trm_RA_AT	30
IEG Mac_RA_AT	Proliferating NK_RA_AT	18
IEG Mac_RA_AT	Treg_RA_AT	31
IEG Mac_RA_AT	CD4+ Tex_RA_AT	36
IEG Mac_RA_AT	GZMK+ CD8+ Tem2_RA_AT	16
IEG Mac_RA_AT	GZMK+ CD8+ Tem1_RA_AT	30
IEG Mac_RA_AT	Proliferating CD8+ T_RA_AT	49
IEG Mac_RA_AT	GZMK+ CD8+ NKTem_RA_AT	19
CCL4+ Mac_RA_AT	SPP1+ Mac_OA_BT	73
CCL4+ Mac_RA_AT	C1QC+ Mac_OA_BT	80
CCL4+ Mac_RA_AT	S100A12+ Mac_OA_BT	38
CCL4+ Mac_RA_AT	IEG Mac_OA_BT	33
CCL4+ Mac_RA_AT	Mac_OA_BT	24
CCL4+ Mac_RA_AT	CCL4+ Mac_OA_BT	12
CCL4+ Mac_RA_AT	SPP1+ Mac_RA_BT	159
CCL4+ Mac_RA_AT	S100A12+ Mac_RA_BT	138
CCL4+ Mac_RA_AT	IEG Mac_RA_BT	126
CCL4+ Mac_RA_AT	Mac_RA_BT	117
CCL4+ Mac_RA_AT	C1QC+ Mac_RA_BT	123
CCL4+ Mac_RA_AT	CCL4+ Mac_RA_BT	153
CCL4+ Mac_RA_AT	Mac_RA_AT	96
CCL4+ Mac_RA_AT	C1QC+ Mac_RA_AT	126
CCL4+ Mac_RA_AT	SPP1+ Mac_RA_AT	132
CCL4+ Mac_RA_AT	S100A12+ Mac_RA_AT	127
CCL4+ Mac_RA_AT	IEG Mac_RA_AT	92
CCL4+ Mac_RA_AT	CCL4+ Mac_RA_AT	74
CCL4+ Mac_RA_AT	ZNF683+ CD8+ Trm_OA_BT	35
CCL4+ Mac_RA_AT	GZMK+ CD8+ NKTem_OA_BT	43
CCL4+ Mac_RA_AT	GNLY+ NK_OA_BT	30
CCL4+ Mac_RA_AT	Naive T_OA_BT	31
CCL4+ Mac_RA_AT	GZMK+ CD8+ Tem2_OA_BT	25
CCL4+ Mac_RA_AT	GZMK+ CD8+ Tem1_OA_BT	27
CCL4+ Mac_RA_AT	Proliferating CD8+ T_OA_BT	53
CCL4+ Mac_RA_AT	CD4+ Tex_OA_BT	34
CCL4+ Mac_RA_AT	Treg_OA_BT	26
CCL4+ Mac_RA_AT	Proliferating NK_OA_BT	36
CCL4+ Mac_RA_AT	Naive T_RA_BT	63
CCL4+ Mac_RA_AT	Treg_RA_BT	63
CCL4+ Mac_RA_AT	CD4+ Tex_RA_BT	74
CCL4+ Mac_RA_AT	GZMK+ CD8+ Tem2_RA_BT	61
CCL4+ Mac_RA_AT	GNLY+ NK_RA_BT	77
CCL4+ Mac_RA_AT	ZNF683+ CD8+ Trm_RA_BT	69
